context_id,title,text,word_count,char_count
7864-5917-3374,"V/v trả lời kiến nghị cử tri Thành phố Cần Thơ gửi tới trước Kỳ họp thứ 9, Quốc hội khóa XV","6. Cử tri kiến nghị Bộ Y tế cho biết chất vàng ô tự có trong quả sầu riêng có tác hại như thế nào đến sức khỏe con người. Đề nghị sớm nghiên cứu và công bố cho cử tri được biết nguồn gốc của chất vàng ô có trong quả sầu riêng và cách loại bỏ chất vàng ô khỏi quả sầu riêng. 1. Chất Vàng O và tác hại đến sức khỏe con người: Chất vàng ô có tên khoa học là Auramine, tên thương mại là Auramine Base; Auramine N Base; Auramine O Base; Auramine OAF; Auramine OO; Auramine SS; Baso Yellow 124; Brilliant Oil Yellow; Orient Oil Yellow 101; và Waxoline Yellow O.1 Auramine không có mặt trong tự nhiên. Auramine là một loại thuốc nhuộm huỳnh quang thường được sử dụng trong nhuộm mô vi sinh vật học (đặc biệt trong nhuộm Ziehl-Neelsen để phát hiện Mycobacterium tuberculosis), cũng như trong công nghiệp như thuốc nhuộm cho giấy, da, và sơn. 1,2 Nguy cơ tác hại của Auramine trong thực phẩm đến sức khỏe con người được báo cáo qua một số nghiên cứu như sau: 1 WHO, IARC, IARC Monographs on the Evaluation of Carcinogenic Risks to Humans VOLUME 99 Some Aromatic Amines, Organic Dyes, and Related Exposures: 124, 126, 127, 2010 2 Nontuberculous Mycobacterial Infections: Comparison of the Fluorescent Auramine-O and Ziehl-Neelsen Techniques in Tissue Diagnosis, 1984 5 - Độc tính cấp3 + Đường tiếp xúc: Tiêu hóa, hô hấp, da, và niêm mạc. + Triệu chứng cấp tính: Nuốt phải Auramine có thể gây buồn nôn, nôn mửa, đau bụng, và tiêu chảy. Tiếp xúc qua da hoặc hít phải có thể gây kích ứng da, mắt, và đường hô hấp. + Gan: Một trong những cơ quan bị ảnh hưởng rõ nhất là gan. Có báo cáo cho thấy Auramine gây tổn thương gan cấp tính ở động vật thí nghiệm. - Độc tính mãn tính3 + Tiếp xúc lâu dài, ngay cả ở liều thấp, có thể dẫn đến các tổn thương mãn tính cho gan và thận, và làm tăng nguy cơ phát triển ung thư. + Các nghiên cứu cũng ghi nhận hiện tượng tăng men gan, tăng tế bào dị dạng và tổn thương tế bào tại các mô đích sau phơi nhiễm kéo dài. - Tính gây đột biến gen và ung thư 4 + Các nghiên cứu trên động vật đã chỉ ra rằng Auramine có thể gây đột biến gen, tổn thương DNA, và có khả năng gây ung thư, đặc biệt là ung thư gan. + Williams & Bonser5 (1962) đã thực hiện một nghiên cứu cơ bản cho thấy việc cho chuột và chuột cống uống auramine dẫn đến sự phát triển của u gan (khối u ở gan). Nghiên cứu này cung cấp bằng chứng sớm về khả năng gây ung thư gan của hợp chất này. + Martelli và cộng sự6 (1998) đã đánh giá tác động gây độc gen của auramine trên tế bào gan nguyên phát của chuột và người, cũng như trên chuột nguyên vẹn. Nghiên cứu cho thấy auramine gây tổn thương DNA, cho thấy khả năng gây đột biến gen của nó. + Cơ quan Nghiên cứu Ung thư Quốc tế (IARC) đã xếp Auramine vào Nhóm 2B, tức là ""có thể gây ung thư cho người"". Phân loại này dựa trên bằng chứng đầy đủ từ các nghiên cứu trên động vật, mặc dù dữ liệu trên người còn hạn chế7. (Theo Cơ quan nghiên cứu ung thư quốc tế của WHO (IARC), việc phân nhóm các chất có khả năng gây ung thư như sau: Nhóm 1: Đã xác định gây ung thư ở người (Carcinogenic to humans); Nhóm 2A: Có thể gây ung thư (bằng chứng hạn chế ở người, đầy đủ ở động vật) (Probably carcinogenic to humans); Nhóm 2B: Có thể gây ung thư (bằng chứng hạn chế ở cả người và động vật) (Possibly carcinogenic to humans); Nhóm 3: Chưa đủ bằng chứng (Not classifiable)). + Có báo cáo dịch tễ học cho thấy công nhân làm việc trong ngành sản xuất auramine có nguy cơ cao hơn mắc ung thư bàng quang.",705,3415
8289-6110-5946,Công văn về việc đề nghị báo giá thực hiện các gói thầu hoạt động “Truyền thông về công tác y tế”,"PHỤ LỤC 03 GÓI THẦU SỐ 04: Truyền thông về công tác y tế trên Kênh VTV8 - Đài Truyền hình Việt Nam (Kèm theo công văn số /VPB9 ngày tháng năm 2023) Số Kết quả TT Nội dung truyền thông Yêu cầu lượng đầu ra Truyền thông về công tác y tế trên Kênh VTV8 - Đài 06 Mỗi phóng sự được 06 phóng sự Truyền hình Việt Nam, nội dung cụ thể các phóng sự phóng xây dựng, sản xuất và được xây như sau: sự phát sóng phải đảm dựng, sản - Xây dựng, sản xuất và phát sóng phóng sự 1 với chủ bảo các yêu cầu cụ xuất và phát đề: Truyền thông về Luật Khám bệnh, chữa bệnh (sửa thể như sau: sóng trên đổi) - Thời lượng: Khoảng Kênh VTV8 - Xây dựng, sản xuất và phát sóng phóng sự 2 với chủ 03-05 phút/phóng sự. - Đài đề: Truyền thông về công tác phòng, chống dịch - Khung giờ phát sóng Truyền hình truyền nhiễm dự kiến: 15h00-19h00. Việt Nam. - Xây dựng, sản xuất và phát sóng phóng sự 3 với chủ - Tần suất phát sóng: đề: Biểu dương các cá nhân tiêu biểu xuất sắc tuyến cơ 01 lần/01 phóng sự. sở trong công tác bảo vệ, chăm sóc và nâng cao sức khỏe - Thời gian thực hiện 1 nhân dân và phát sóng: Quý III- - Xây dựng, sản xuất và phát sóng phóng sự 4 với chủ IV/2023. đề: Truyền thông về thành tựu áp dụng trong công tác - Kênh phát sóng: khám chữa bệnh góp phần nâng cao vị thế, vai trò của y Kênh VTV8 - Đài tế Việt Nam Truyền hình Việt - Xây dựng, sản xuất và phát sóng phóng sự 5 với chủ Nam. đề: Truyền thông về công tác đổi mới, sắp xếp tổ chức bộ máy ngành Y tế theo hướng tinh gọn, hiệu lực, hiệu quả - Xây dựng, sản xuất và phát sóng phóng sự 6 với chủ đề: Vai trò của y tế cơ sở trong khám bệnh, chữa bệnh ban đầu cho người dân.",360,1613
3374-4214-9961,"trả lời kiến nghị của cử tri tỉnh An Giang sau Kỳ họp thứ 7, Quốc hội khóa XV","2. Cử tri tiếp tục phản ánh và đề nghị có biện pháp giải quyết hiệu quả tình trạng thiếu thuốc tại các cơ sở y tế công lập, người bệnh phải mua thuốc bên ngoài, làm ảnh hưởng đến quyền lợi của người tham gia bảo hiểm y tế. Đồng thời, cử tri kiến nghị ngành chức năng xem xét mở rộng danh mục thuốc bảo hiểm y tế để người dân được thuận lợi trong khám và điều trị bệnh.",82,368
4639-7912-9533,"Thông tư hướng dẫn xây dựng định mức kinh tế - kỹ thuật dịch vụ kiểm dịch y tế, y tế dự phòng tại cơ sở y tế công lập","Điều 1. Phạm vi điều chỉnh và đối tượng áp dụng 1. Thông tư này hướng dẫn xây dựng định mức kinh tế - kỹ thuật dịch vụ kiểm dịch y tế, y tế dự phòng tại cơ sở y tế công lập. 2. Thông tư này áp dụng đối với các đơn vị sự nghiệp công lập thực hiện các dịch vụ kiểm dịch y tế, y tế dự phòng, các cơ quan, tổ chức, cá nhân khác có liên quan.",82,337
1798-6086-3174,"Về tăng cường quản lý trong lĩnh vực giám định pháp y, pháp y tâm thần và bắt buộc chữa bệnh tâm thần","4. Các Bệnh viện tâm thần, cơ sở khám bệnh, chữa bệnh có phạm vi hoạt động chuyên môn về tâm thần phải thực hiện nghiêm các quy định về chuyên môn và quy định về cấp bản tóm tắt hồ sơ bệnh án, cấp giấy khám sức khoẻ (có nội dung về tình trạng tâm thần); không để các đối tượng lợi dụng các giấy tờ này đề nghị các cơ quan tố tụng cho bị can, bị án đi giám định tâm thần nhằm trốn tránh hoặc giảm nhẹ trách nhiệm hình sự khi thực hiện hành vi phạm tội.",102,451
5104-1288-5337,"Thông tư quy định về việc đăng ký lưu hành thuốc cổ truyền, vị thuốc cổ truyền, dược liệu","Điều 2. Giải thích từ ngữ Trong Thông tư này, các từ ngữ dưới đây được hiểu như sau: 1. Cơ sở đăng ký thuốc cổ truyền, vị thuốc cổ truyền, dược liệu là cơ sở đứng tên nộp đơn đề nghị cấp, gia hạn, thay đổi, bổ sung giấy đăng ký lưu hành thuốc cổ truyền, vị thuốc cổ truyền, dược liệu. 2. Cơ sở sản xuất thuốc cổ truyền, vị thuốc cổ truyền, dược liệu là cơ sở thực hiện một, một số công đoạn hoặc toàn bộ quá trình sản xuất hoặc thực hiện việc xuất xưởng lô thuốc cổ truyền, vị thuốc cổ truyền, dược liệu. 3. Giấy chứng nhận sản phẩm dược phẩm - Certificate of Pharmaceutical Product (sau đây gọi là CPP) là giấy chứng nhận được cấp theo Hệ thống chứng nhận chất lượng các sản phẩm dược phẩm lưu hành trong thương mại quốc tế của Tổ chức Y tế thế giới (WHO). 4. Chủ sở hữu giấy phép lưu hành thuốc nước ngoài (Product license holder/Marketing authorization holder) là cơ sở sở hữu giấy phép lưu hành thuốc được ghi trên CPP theo mẫu của WHO ban hành. 5. Thể bệnh y học cổ truyền là tình trạng bệnh của người bệnh được chẩn đoán, xác định theo y lý của y học cổ truyền. 6. Thay đổi lớn là những thay đổi có ảnh hưởng rõ rệt, trực tiếp đến chất lượng, an toàn và hiệu quả của thuốc cổ truyền, vị thuốc cổ truyền, dược liệu. 7. Thay đổi nhỏ là những thay đổi không ảnh hưởng hoặc ảnh hưởng rất ít đến chất lượng, an toàn và hiệu quả của thuốc cổ truyền, vị thuốc cổ truyền, dược liệu.",291,1380
8030-5579-5670,xin ý kiến về hồ sơ dự thảo Nghị định quy định chi tiết một số điều và biện pháp thi hành Luật Dược,"9 - Hình thức 3: Kiểm tra tại cơ sở sản xuất được áp dụng đối với các trường hợp sau: Cơ sở có dấu hiệu sửa chữa hoặc có nghi ngờ về tính xác thực đối với thông tin, dữ liệu của hồ sơ; Cơ sở sản xuất có thuốc vi phạm chất lượng mức độ 1; Cơ sở sản xuất có hồ sơ đề nghị đánh giá điều kiện sản xuất được Bộ Y tế kết luận không đủ căn cứ chứng minh cơ sở sản xuất đó đáp ứng thực hành tốt sản xuất. Đây là quy định mới triển khai tại Việt Nam từ sau Luật Dược 2016, việc đánh giá GMP các cơ sở sản xuất nước ngoài với theo nhiều hình thức khác nhau đảm bảo việc áp dụng đồng bộ tiêu chuẩn GMP giữa các cơ sở sản xuất trong nước và nước ngoài, góp phần đảm bảo chất lượng thuốc nhập khẩu vào Việt Nam. Thực hiện quy định trên, từ năm 2018 đến nay, Cục QLD đã đánh giá đáp ứng GMP đối với 9466 hồ sơ đề nghị đánh giá đáp ứng của 1906 cơ sở sản xuất nước ngoài, trong đó có 640 cơ sở sản xuất tại các nước EU trên tổng số 879 cơ sở sản xuất thuộc các nước SRA, và 1027 cơ sở sản xuất tại các nước khác được công bố (hình thức 2). Phần thứ hai NHỮNG KHÓ KHĂN, VƯỚNG MẮC CHỦ YẾU TRONG TRIỂN KHAI ÁP DỤNG CÁC QUY ĐỊNH CỦA NGHỊ ĐỊNH 54, NGHỊ ĐỊNH 155 I. NHỮNG KHÓ KHĂN, VƯỚNG MẮC 1. Về việc đánh giá đáp ứng thực hành tốt sản xuất thuốc (GMP) Trong quá trình triển khai thực hiện trong thời gian qua, một số vướng mắc đã dẫn đến việc chậm trễ trong công tác cấp Giấy phép đăng ký lưu hành thuốc và cung ứng thuốc cho các cơ sở khám chữa bệnh, cụ thể: 1.1. Đối với cơ sở được phép nộp hồ sơ: Theo các quy định tại Nghị định 54, cơ sở khi nộp hồ sơ đăng ký phải nộp hồ sơ đề nghị đánh giá GMP, theo đó cơ sở nộp hồ sơ chỉ là các cơ sở đăng ký của nhà sản xuất. Tuy nhiên, trong quá trình thực hiện, do một cơ sở sản xuất có thể có nhiều cơ sở đăng ký, và việc cung cấp hồ sơ nhà máy cho nhiều cơ sở đăng ký thuốc đã không đảm bảo được tính bảo mật của các nhà máy (cụ thể trong quá trình thực hiện, một số cơ sở sản xuất không đồng ý cung cấp các tài liệu như Báo cáo thanh tra, Hồ sơ tổng thể nhà máy,...cho cơ sở đăng ký mà trực tiếp gửi email cho cơ quan quản lý). Ngoài ra, có nhiều cơ sở đăng ký thuốc đã nộp cùng hồ sơ của một nhà máy, dẫn đến tình trạng trùng lặp và quá tải hồ sơ.",506,2177
5574-2018-1396,"trả lời kiến nghị của cử tri thành phố Đà Nẵng trước Kỳ họp thứ 9, Quốc hội khóa XV","Trong quá trình xây dựng Luật sửa đổi, bổ sung một số điều của Luật Dược, Bộ Y tế cùng các Bộ, ngành đã rà soát và khẳng định các quy định hiện hành về thuốc giả là phù hợp, có tính khả thi và đủ cơ sở pháp lý để xử lý nghiêm các hành vi vi phạm. Hiện nay, Việt Nam đã có 3 Viện kiểm nghiệm trung ương (Viện Kiểm nghiệm thuốc Trung ương, Viện Kiểm nghiệm thuốc TP.HCM và Viện Kiểm định Quốc gia vắc xin và sinh phẩm y tế) cùng với hệ thống 62 Trung tâm kiểm nghiệm tại các tỉnh, thành phố. Các cơ sở này đều đã và đang từng bước đáp ứng các tiêu chuẩn quốc tế như GLP và ISO/IEC 17025. Trong đó, 59/62 trung tâm đã đạt ISO/IEC 17025 và 23/62 trung tâm đạt tiêu chuẩn GLP.",148,671
8879-4707-9259,Quyết định xử phạt vi phạm hành chính đối với Phòng khám chuyên khoa Răng hàm mặt trực thuộc Địa điểm kinh doanh Công ty TNHH Nha khoa quốc tế DC Dentist – Chi nhánh Tp. Hồ Chí Minh.,"Điều 2. Quyết định này có hiệu lực thi hành kể từ ngày ký ban hành. Điều 3. Quyết định này được: 1. Giao cho bà Lê Thu Hương là người đại diện của Phòng khám để chấp hành: Phòng khám phải nghiêm chỉnh chấp hành Quyết định xử phạt này. Nếu quá thời hạn mà Phòng khám không tự nguyện chấp hành thì sẽ bị cưỡng chế thi hành theo quy định của pháp luật. a) Phòng khám phải nộp tiền phạt vào Tài khoản thu ngân sách nhà nước của Kho bạc Nhà nước Hà Nội, số tài khoản 7111, nội dung nộp: thu “NSNN” - Mục 4250 “Thu tiền phạt” – Tiểu mục 4278 “Phạt vi phạm hành chính trong lĩnh vực khác” tại các ngân hàng: Ngân hàng Vietinbank chi nhánh Đống Đa, Ngân hàng BIDV- Sở Giao dịch trong thời hạn 10 ngày kể từ ngày nhận được Quyết định xử phạt này và gửi Biên lai nộp tiền phạt cho Thanh tra Bộ Y tế, địa chỉ số 138B, Giảng Võ, Ba Đình, Hà Nội. b) Phòng khám có quyền khiếu nại hoặc khởi kiện hành chính đối với Quyết định này theo quy định của pháp luật. 2. Gửi cho Kho bạc nhà nước Hà Nội để thu tiền phạt. 3. Gửi cho Phòng Tổng hợp và Giám sát, xử lý sau thanh tra, Thanh tra Bộ Y tế để tổ chức thực hiện. 4. Gửi cho Sở Y tế TP. Hồ Chí Minh để biết và phối hợp thực hiện.",258,1237
4339-3123-5569,Quyết định xử phạt vi phạm hành chính đối với Phòng khám đa khoa trực thuộc Chi nhánh Công ty cổ phần đầutư Khang Minh – Trung tâm Y khoa Kỳ Hoà,"Điều 2. Quyết định này có hiệu lực thi hành kể từ ngày ký ban hành. Điều 3. Quyết định này được: 1. Giao cho ông Lê Trung Hiếu là người đại diện của Phòng khám để chấp hành: 3 Phòng khám phải nghiêm chỉnh chấp hành Quyết định xử phạt này. Nếu quá thời hạn mà Phòng khám không tự nguyện chấp hành thì sẽ bị cưỡng chế thi hành theo quy định của pháp luật. a) Phòng khám phải nộp tiền phạt vào Tài khoản thu ngân sách nhà nước của Kho bạc Nhà nước Hà Nội, số tài khoản 7111, nội dung nộp: thu “NSNN” - Mục 4250 “Thu tiền phạt” – Tiểu mục 4278 “Phạt vi phạm hành chính trong lĩnh vực khác” tại các ngân hàng: Ngân hàng Vietinbank chi nhánh Đống Đa, Ngân hàng BIDV- Sở Giao dịch trong thời hạn 10 ngày kể từ ngày nhận được Quyết định xử phạt này và gửi Biên lai nộp tiền phạt cho Thanh tra Bộ Y tế, địa chỉ số 138B, Giảng Võ, Ba Đình, Hà Nội. b) Phòng khám có quyền khiếu nại hoặc khởi kiện hành chính đối với Quyết định này theo quy định của pháp luật. 2. Gửi cho Kho bạc nhà nước Hà Nội để thu tiền phạt. 3. Gửi cho Phòng Tổng hợp và Giám sát, xử lý sau thanh tra, Thanh tra Bộ Y tế để tổ chức thực hiện. 4. Gửi cho Sở Y tế TP. Hồ Chí Minh để biết và phối hợp thực hiện./. Nơi nhận: TRƯỞNG ĐOÀN THANH TRA - Như Điều 3; - Chánh Thanh tra Bộ Y tế (để báo cáo); - Cổng thông tin điện tử Bộ Y tế (để đăng tin); - Lưu: TTrB, Hồ sơ Đoàn thanh tra. Đỗ Văn Hòa",302,1436
3957-3433-5536,"XNQC: cá nhân: CÔNG TY TNHH DƯỢC MỸ PHẨM SICHALY; Địa chỉ: Số 16/56 đường Trần Hưng Đạo, Tổ 5, Phường Lê Hồng Phong, Thành phố Thái Bình, Tỉnh Thái Bình.Mã hs:250110-0001","BỘ Y TẾ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM CỤC AN TOÀN THỰC PHẨM Độc lập - Tự do - Hạnh phúc Số: /2025/XNQC-ATTP Hà Nội, ngày tháng năm 2025 GIẤY XÁC NHẬN NỘI DUNG QUẢNG CÁO Tên tổ chức, cá nhân: CÔNG TY TNHH DƢỢC MỸ PHẨM SICHALY Địa chỉ: Số 16/56 đƣờng Trần Hƣng Đạo, Tổ 5, Phƣờng Lê Hồng Phong, Thành phố Thái Bình, Tỉnh Thái Bình. Điện thoại: 0977158255 Fax: STT Tên sản phẩm Số, ký hiệu của Giấy tiếp nhận đăng ký bản công bố Thực phẩm bảo vệ sức khỏe 1 8028/2024/ĐKSP AN TÂM THÔNG MẠCH VƢƠNG.",105,497
7684-9783-6957,"CÔNG TY CỔ PHẦN THƯƠNG MẠI TAM LONG THIÊN PHÚ (Tombas Gel), Địa chỉ: Số 5, Đường số 2, KDC Thới Nhựt 1, Phường An Khánh, Quận Ninh Kiều, Thành phố Cần Thơ.","BỘ Y TẾ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM CỤC AN TOÀN THỰC PHẨM Độc lập - Tự do - Hạnh phúc Số: /2024/XNQC-ATTP Hà Nội, ngày tháng năm 2024 GIẤY XÁC NHẬN NỘI DUNG QUẢNG CÁO Tên tổ chức, cá nhân: CÔNG TY CỔ PHẦN THƢƠNG MẠI TAM LONG THIÊN PHÚ Địa chỉ: Số 5, Đƣờng số 2, KDC Thới Nhựt 1, Phƣờng An Khánh, Quận Ninh Kiều, Thành phố Cần Thơ. Điện thoại: 02922482349 Fax: STT Tên sản phẩm Số, ký hiệu của Giấy tiếp nhận đăng ký bản công bố Thực phẩm bảo vệ sức khỏe 1 2181/2024/ĐKSP TOMBAS GEL.",105,489
6096-7648-9504,"Quy định việc phân cấp giải quyết thủ tục hành chính trong lĩnh vực khám bệnh, chữa bệnh thuộc thẩm quyền quản lý của Bộ Y tế",18. Điều 8. Tổ chức thực hiện Chánh Văn phòng Bộ; Chánh Thanh tra Bộ; Vụ trưởng;,17,80
4621-7559-7712,"Giá dịch vụ khám bệnh, chữa bệnh áp dụng tại Bệnh viện Quân - Dân y tỉnh Cà Mau/Bộ Chỉ huy Quân sự tỉnh Cà Mau/Quân khu 9","Điều 3. Tổ chức thực hiện 1. Giám đốc Bệnh viện Quân - Dân y tỉnh Cà Mau chịu trách nhiệm toàn diện trước pháp luật về tính chính xác, trung thực, hợp lý, hợp lệ của số liệu, tài liệu của hồ sơ phương án giá gửi Hội đồng Thẩm định. 2. Các Ông (Bà): Chánh Văn phòng Bộ Y tế; Vụ trưởng các Vụ: Kế hoạch-Tài chính, Bảo hiểm y tế, Pháp chế;",75,336
2181-1655-3876,"quy định việc phân cấp thực hiện một số nhiệm vụ, giải quyết một số thủ tục hành chính trong lĩnh vực thiết bị y tế thuộc thẩm quyền của Bộ Y tế và quy định về mẫu văn bản, báo cáo thực hiện quản lý thiết bị y tế","Điều 6. Tổ chức thực hiện Chánh Văn phòng Bộ, Vụ trưởng Vụ Tổ chức cán bộ, Vụ trưởng Vụ Pháp chế,",22,97
7047-4371-4120,"công bố Danh mục thuốc, nguyên liệu làm thuốc có giấy đăng ký lưu hành được tiếp tục sử dụng theo quy định tại khoản 1 Điều 3 Nghị quyết số 80/2023/QH15 ngày 09/01/2023 của Quốc hội (Đợt 17)","Điều 5. Giám đốc Sở Y tế các tỉnh, thành phố trực thuộc Trung ương, Giám đốc cơ sở sản xuất và cơ sở đăng ký có thuốc, nguyên liệu làm thuốc được công bố tại Điều 1 chịu trách nhiệm thi hành Quyết định này./.",46,208
6845-3808-7473,"Quy định định mức kinh tế - kỹ thuật dịch vụ y tế dự phòng về lĩnh vực phòng, chống HIV/AIDS tại cơ sở y tế công lập",Điều 3. Hiệu lực thi hành Thông tư này có hiệu lực kể từ ngày tháng năm 2025.,18,77
5574-9360-1830,"đề nghị đăng tải Dự thảo Thông tư sửa đổi khoản 10, Điều 4, Thông tư số 35/2018/TT-BYT ngày 22/11/2018 trên Cổng thông tin điện tử của Chính phủ","Điều 2. Điều khoản chuyển tiếp Các hồ sơ đã nộp trước thời điểm Thông tư này có hiệu lực thi hành được tiếp tục thực hiện theo quy định tại thời điểm nộp hồ sơ, trừ trường hợp cơ sở đăng ký tự nguyện thực hiện theo quy định kể từ ngày ký ban hành Thông tư này.",59,260
2199-1722-4465,"Nội dung trình: Trình Lãnh đạo Bộ ký Công văn của Bộ Y tế gửi các đơn vị tăng cường phối hợp công tác quản lý nhà nước về trang thiết bị y tế trong công tác phòng, chống dịch Covid-19","4. Bộ Khoa học và Công nghệ: - Chủ trì, phối hợp Bộ Y tế nghiên cứu ban hành Thông tư hướng dẫn về hoạt động cấp chứng nhận Hệ thống quản lý chất lượng cho lĩnh vực sản xuất trang thiết bị y tế trong đó có quy định tiêu chuẩn chuyên gia đánh giá phải có trình độ chuyên môn về lĩnh vực trang thiết bị y tế. Xây dựng quy trình cụ thể cho hoạt động đánh giá trực tiếp tại nhà máy sản xuất trang thiết bị y tế, tiêu chí để đánh giá về cơ sở vật chất, trang thiết bị, nhân lực của cơ sở được đánh giá chứng nhận ISO 13485:2016, quy định về lưu trữ hồ sơ, tài liệu, về thời gian hậu kiểm định kỳ, giữa kỳ, đột xuất để duy trì hiệu lực của chứng nhận ISO 13485:2016. - Chỉ đạo Tổng cục Tiêu chuẩn Đo lường Chất lượng rà soát, chấn chỉnh hoạt động tiến hành đánh giá, việc cấp chứng nhận Hệ thống quản lý chất lượng cho lĩnh vực sản xuất trang thiết bị y tế theo tiêu chuẩn Quốc tế ISO 13485:2016 của các tổ chức chứng nhận tiêu chuẩn ISO đủ điều kiện kinh doanh đánh giá sự phù hợp.",215,976
1491-8160-6914,"Công văn gửi Cổng Thông tin điện tử Bộ Y tế đăng tải xin ý kiến ý dự thảo Thông tư hướng dẫn việc phân nhóm thiết bị y tế theo tiêu chuẩn kỹ thuật, chất lượng trong mua sắm, đấu thầu","PHỤ LỤC (Ban hành kèm theo Thông tư số /2025/TT-BYT ngày tháng năm 2025 của Bộ trưởng Bộ Y tế hướng dẫn phân nhóm, lựa chọn nhóm thiết bị y tế trong mua sắm, đấu thầu) STT Nước, tổ chức tham chiếu 1 Bộ Y tế Việt Nam 2 Cục Quản lý Thực phẩm và Dược phẩm Hoa Kỳ (FDA) - Mỹ; 3 Cục Quản lý hàng hóa trị liệu (TGA) - Úc 4 Cơ quan quản lý y tế Canada (Health Canada); 5 Bộ Y tế, Lao động và Phúc lợi Nhật Bản (MHLW) hoặc Cơ quan Dược phẩm và Thiết bị y tế (PMDA) - Nhật Bản, 6 Giấy phép lưu hành tự do tại các nước thành viên EU, Anh, Thụy Sỹ. 7 Cục Quản lý sản phẩm y tế quốc gia cấp trung ương (National Medical Products Administration - NMPA) - Trung Quốc; 8 Bộ An toàn thực phẩm và dược phẩm (Ministry of Food & Drug Safety - MFDS) - Hàn Quốc.",167,741
5877-9988-5520,V/v đề nghị báo giá một số thuốc thuộc danh mục ĐTTTQG,"Mọi chỉ tiết xin vui lòng liên hệ phòng Nghiệp vụ Đấu thầu, tầng 2, nhà D, 138A Giảng Võ, Ba Đình, Hà Nội. SĐT: 024.6273.2383 hoặc liên hệ Ds Nguyễn Văn Pháp (SĐT: 0787.744.738).",35,178
8492-2689-8998,"XNQC: CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VIỆT LIÊN KẾT. Địa chỉ: Số 22, ngách 1/34, phố Phan Đình Giót, phường Phương Liệt, quận Thanh Xuân, thành phố Hà Nội. Mã hồ sơ: 250423-0005. Nature’s Way Kids Smart Bursts DHA 300mg Triple Strength","HƯỚNG DẪN SỬ DỤNG Dùng 2 viên nang mềm/ngày. Hoặc theo chỉ dẫn của chuyên gia y tế. - Trẻ em 1 – 4 tuổi: Xoắn hoặc cắt đầu và nhỏ vào miệng trẻ hoặc thức ăn. - Trẻ 5 - 11 tuổi: Toàn bộ viên nang có thể nhai và an toàn để ăn, chỉ được sử dụng dưới sự kiểm soát của người lớn. Không nuốt toàn bộ viên. Thương nhân nhập khẩu, phân phối và chịu trách nhiệm về chất lượng sản phẩm: CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VIỆT LIÊN KẾT Địa chỉ: Số 22, ngách 1/34, phố Phan Đình Giót, phường Phương Liệt, quận Thanh Xuân, thành phố Hà Nội, Việt Nam. Thực phẩm này không phải là thuốc và không có tác dụng thay thế thuốc chữa bệnh.",135,615
7730-2847-5457,V/v báo giá thuốc điều trị lao thực hiện đàm phán giá năm 2025,"Kính đề nghị Quý Công ty phối hợp, có văn bản phúc đáp gửi về Trung tâm Mua sắm tập trung thuốc Quốc gia, địa chỉ tầng 3, nhà D, 138A Giảng Võ, Ba Đình, Hà Nội và file mềm gửi về địa chỉ thư điện tử: nghiepvuduoc.ncdp@gmail.com trước ngày 17/5/2025. Mọi chi tiết xin vui lòng liên hệ Trung tâm Mua sắm tập trung thuốc Quốc gia (Phòng Nghiệp vụ Dược), nhà D, 138A Giảng Võ, Ba Đình, Hà Nội. SĐT: 024.6273.2339.",83,409
1298-2111-2430,"XNQC: CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VIỆT LIÊN KẾT. Địa chỉ: Số 22, ngách 1/34, phố Phan Đình Giót, phường Phương Liệt, quận Thanh Xuân, thành phố Hà Nội. Mã hồ sơ: 250423-0007. Nature&#039;s Way Kids Smart Drops DHA","Thương nhân nhập khẩu, phân phối và chịu trách nhiệm về chất lượng sản phẩm: CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VIỆT LIÊN KẾT Địa chỉ: Số 22, ngách 1/34, phố Phan Đình Giót, phường Phương Liệt, quận Thanh Xuân, thành phố Hà Nội, Việt Nam. Thực phẩm này không phải là thuốc và không có tác dụng thay thế thuốc chữa bệnh 01 Thực phẩm bảo vệ sức khỏe Thực phẩm bảo vệ sức khỏe NATURE’S WAY KIDS SMART DROPS DHA NATURE’S WAY KIDS SMART DROPS DHA HƯỚNG DẪN BẢO QUẢN Bảo quản dưới 25°C. Để xa tầm tay trẻ em. - Số giấy tiếp nhận đăng ký bản công bố sản phẩm: 5832/2024/ĐKSP - Số giấy xác nhận nội dung quảng cáo:…… Lưu ý: - Không sử dụng cho người có mẫn cảm, kiêng kỵ với bất kỳ thành phần nào của sản phẩm. - Phụ nữ mang thai, người đang dùng thuốc cần tham khảo ý kiến của bác sĩ trước khi sử dụng sản phẩm. *Chứa cá và đậu nành. Thương nhân nhập khẩu, phân phối và chịu trách nhiệm về chất lượng sản phẩm: CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VIỆT LIÊN KẾT Địa chỉ: Số 22, ngách 1/34, phố Phan Đình Giót, phường Phương Liệt, quận Thanh Xuân, thành phố Hà Nội, Việt Nam. Thực phẩm này không phải là thuốc và không có tác dụng thay thế thuốc chữa bệnh 02",240,1140
